Wall time,Step,Value
1747525598.18741,13500,0.19655539095401764
1747526359.3425307,13600,0.13137052953243256
1747527119.4597604,13700,0.1091400533914566
1747527881.278555,13800,0.032783787697553635
1747528642.1218631,13900,0.0034743212163448334
1747529401.7898247,14000,0.013024590909481049
1747530165.5506818,14100,0.18912991881370544
1747530926.3969438,14200,0.09389780461788177
1747531686.583584,14300,0.1407802700996399
1747532447.0815322,14400,0.20179153978824615
1747533207.5246973,14500,0.005836401134729385
1747533969.7176552,14600,0.13715222477912903
1747534729.6004813,14700,0.3028716444969177
1747535489.9507813,14800,0.2747022211551666
1747536251.94987,14900,0.12694169580936432
1747537013.737216,15000,0.05829484760761261
1747537776.1037111,15100,0.08055282384157181
1747538535.3417904,15200,0.04805166646838188
1747539297.7204585,15300,0.010420361533761024
1747540058.962632,15400,0.16282859444618225
1747540818.638476,15500,0.04257706552743912
1747541580.7120512,15600,0.028490982949733734
1747542342.6479104,15700,0.025657616555690765
1747543104.1636,15800,0.20648150146007538
1747543865.9976268,15900,0.4116872549057007
1747544641.440477,16000,0.004366402514278889
1747545418.184947,16100,0.05856739729642868
1747546192.6691566,16200,0.183070108294487
1747546966.7359996,16300,0.008116207085549831
1747547741.4342592,16400,0.09046747535467148
1747548515.8771489,16500,0.25688302516937256
1747549289.3134744,16600,0.8274814486503601
1747550064.0436373,16700,0.02771879732608795
1747550838.5020566,16800,0.013507464900612831
1747551613.0229027,16900,0.12655237317085266
1747552386.7498343,17000,0.4119197130203247
1747553163.7247922,17100,0.00734672462567687
1747553938.4917235,17200,0.11080294847488403
1747554712.4279327,17300,0.18913188576698303
1747555488.1222475,17400,0.0027540954761207104
1747556263.6078804,17500,0.016699325293302536
1747557038.472575,17600,0.06222064048051834
1747557813.160951,17700,0.0740143209695816
1747558588.5598233,17800,0.30958110094070435
1747559363.348821,17900,0.07684512436389923
1747560139.306279,18000,0.014570070430636406
1747560917.31573,18100,0.15621177852153778
1747561691.947786,18200,0.0071060932241380215
1747562467.8858476,18300,0.6877185106277466
1747563245.0355494,18400,0.06682159006595612
1747564019.9789221,18500,0.3668692409992218
1747564794.998006,18600,0.08090367913246155
1747565569.823691,18700,0.22165468335151672
1747566345.7339234,18800,0.003610045649111271
1747567121.5937018,18900,0.18120671808719635
1747567896.4292228,19000,0.09207276254892349
1747568673.972831,19100,0.03226131200790405
1747569448.5531485,19200,0.27054721117019653
1747570222.8896813,19300,0.025241568684577942
1747570998.1178527,19400,0.008734593167901039
1747571772.9085257,19500,0.2089812159538269
1747572548.1986,19600,0.3505803942680359
1747573323.5220265,19700,0.007323958911001682
1747574098.2204666,19800,0.42682626843452454
1747574873.7364898,19900,0.12071013450622559
1747575648.0316718,20000,0.011507391929626465
